ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
63271,0,0,0,0,0,0,0,0,0,0
63272,0,25,0,19,0,0,23,9,14,0
63273,0,0,0,0,0,0,0,0,0,0
63274,40,24,5,17,18,5,20,5,5,5
63275,34,17,6,32,7,8,8,17,25,7
63276,14,19,7,27,14,22,18,22,33,22
63277,0,0,11,0,0,16,13,12,9,4
63278,0,0,0,0,0,0,0,0,0,24
63279,0,0,0,0,0,23,0,0,0,0
63280,30,30,30,30,30,30,30,30,30,30
63281,0,0,0,0,0,15,9,0,20,0
63282,0,13,0,19,21,0,32,0,0,0
63283,26,26,26,26,26,26,26,26,26,26
63284,29,29,29,29,29,34,29,29,29,29
63285,19,21,19,19,19,19,19,19,19,19
63286,9,30,22,22,12,21,27,23,8,24
63287,17,15,17,15,0,28,0,35,14,8
63288,19,27,22,0,0,0,0,0,0,35
63290,0,10,0,28,0,0,29,13,0,27
63291,19,20,27,5,0,0,0,0,0,0
63292,21,10,0,13,0,0,20,0,10,17
63293,0,22,8,16,0,11,11,16,17,37
63294,13,0,0,0,0,0,0,0,0,0
63295,0,0,0,0,0,0,0,0,0,0
63296,18,0,6,16,23,0,26,25,22,12
63297,7,0,0,29,5,4,0,0,0,0
63298,0,0,0,0,0,22,0,0,0,0
63299,0,0,0,0,0,0,0,0,0,0
63300,14,28,0,11,15,0,0,0,0,28
63301,20,0,0,0,0,9,0,3,0,0
63302,0,5,9,12,26,0,8,0,8,16
63303,0,0,0,0,0,0,12,0,0,0
63304,27,31,28,13,6,18,16,10,18,15
63305,0,0,0,0,0,0,0,0,0,0
63306,11,0,24,5,0,36,10,0,0,0
63307,13,0,0,0,23,0,0,18,0,28
63308,11,16,4,25,13,11,10,14,22,17
63309,29,29,29,29,29,29,29,29,29,29
63310,18,18,18,18,23,18,18,18,29,18
63311,0,0,0,0,0,0,0,0,0,17
63312,7,21,40,32,44,25,21,14,16,18
63313,16,16,28,15,13,6,24,16,4,12
63314,0,0,13,0,0,0,0,0,0,0
63315,0,31,0,17,18,10,22,0,0,0
63316,41,41,41,41,41,41,41,41,41,41
63317,0,0,0,0,0,0,0,0,0,0
63318,0,16,13,14,0,0,0,26,40,0
63319,0,0,0,0,0,35,0,23,0,0
63320,15,0,0,2,0,17,7,0,0,0
63321,0,0,0,0,0,0,20,0,5,0
63322,1,1,1,21,19,1,1,1,1,10
63323,12,12,2,0,19,0,17,18,7,0
63324,24,24,24,24,24,24,24,24,24,24
63325,26,51,26,22,28,20,13,14,19,24
63326,0,25,0,0,0,0,0,0,18,0
63327,0,0,22,0,0,0,24,22,13,15
63328,19,13,0,0,0,17,0,0,0,0
63329,0,0,0,13,0,34,12,0,0,0
63330,0,0,0,0,0,9,0,0,0,15
63331,19,11,11,6,5,15,16,15,14,16
63332,0,22,0,0,0,0,0,0,0,0
63333,0,25,0,36,0,0,0,0,0,0
63334,12,41,11,15,8,5,20,0,9,17
63335,0,0,0,0,0,0,0,0,0,0
63336,0,0,0,0,0,0,0,0,0,0
63337,0,0,0,0,0,13,8,0,0,12
63338,23,0,8,19,26,7,16,0,17,5
63339,22,0,0,0,0,0,12,12,0,0
63340,0,0,0,0,0,0,0,0,0,0
63341,0,0,0,0,0,0,0,0,0,0
63342,14,14,14,14,17,14,14,14,14,14
63343,0,6,0,0,5,0,0,0,0,0
63344,24,32,24,28,29,30,9,17,35,17
63345,31,31,31,31,31,31,31,31,31,31
63346,0,0,0,0,0,5,0,0,12,0
63347,15,18,4,17,6,22,17,0,10,7
63348,0,0,13,8,0,0,0,15,0,26
63349,0,12,17,2,0,0,0,0,0,0
63350,19,17,20,11,19,20,15,9,0,10
63351,11,33,21,22,12,0,15,19,12,0
63352,0,10,0,6,0,15,24,0,29,0
63353,18,0,16,10,31,7,0,0,28,0
63354,0,13,0,0,0,0,0,0,0,0
63355,18,18,18,18,18,18,18,18,18,18
63356,0,0,0,0,0,0,0,0,0,0
63357,0,8,0,0,0,0,0,0,0,0
63358,24,17,13,7,10,16,28,23,7,18
63359,0,0,33,0,0,15,27,0,0,0
63360,7,16,8,26,0,17,10,15,25,25
63361,9,18,12,12,7,5,22,11,31,7
63362,3,11,8,18,0,0,0,18,0,0
63363,25,25,21,0,0,18,14,0,0,0
63364,0,0,0,0,0,0,0,6,0,0
63365,0,0,0,0,0,0,0,0,0,0
63366,0,0,0,0,0,0,0,0,0,0
63367,0,0,7,0,0,0,0,0,4,0
63368,0,0,0,0,0,0,0,0,0,0
63369,0,0,0,0,0,0,0,0,0,0
63370,0,13,14,11,0,0,9,19,0,7
63371,28,28,28,28,28,28,28,28,28,28
63372,0,14,0,0,0,0,9,0,24,12
63373,32,32,32,32,32,32,32,32,32,32
63374,17,11,11,20,21,10,28,11,8,18
63375,19,0,16,0,0,0,0,11,23,31
63376,0,0,0,0,0,0,0,18,0,0
63377,13,0,0,0,0,0,0,19,0,0
63378,0,0,0,0,0,0,0,0,0,0
63379,0,0,0,0,0,0,0,0,0,0
63380,0,0,0,0,0,3,0,0,0,23
63381,0,0,0,0,0,0,0,0,0,0
63382,0,0,0,0,28,0,0,0,0,0
63383,0,0,0,0,0,0,0,0,0,0
63384,16,22,19,16,19,7,18,21,3,24
63385,20,20,20,20,20,20,20,20,20,20
63386,17,8,14,15,20,19,23,22,2,11
63387,0,0,10,7,0,0,0,5,0,0
63388,14,0,0,0,0,0,0,18,16,0
63389,16,27,9,25,23,7,7,9,15,15
63390,0,10,19,0,18,4,0,13,25,0
63391,5,0,0,0,11,0,0,22,24,0
63392,16,16,16,16,16,16,16,16,16,18
63393,24,22,0,0,0,0,31,0,0,0
63394,0,0,0,0,0,0,0,11,0,0
63395,19,11,0,0,0,0,0,12,0,0
63396,13,0,0,9,0,0,20,0,0,0
63397,0,0,7,0,0,0,4,0,0,23
63398,17,17,17,17,17,17,17,17,17,17
63399,0,16,2,0,0,5,21,0,0,15
63400,0,0,0,12,0,0,0,0,14,0
63401,4,4,4,4,4,11,10,14,4,4
63402,0,18,17,14,0,0,0,0,0,23
63403,0,0,0,0,0,0,0,0,0,16
63404,11,11,11,11,11,11,11,11,11,11
63405,0,0,0,0,0,0,0,0,0,0
63406,0,29,0,0,0,17,12,0,0,0
63407,0,9,0,5,0,0,0,0,0,0
63408,11,0,0,0,0,0,18,0,0,0
63409,0,8,0,11,0,0,0,0,0,0
63410,20,20,14,21,14,10,17,14,26,11
63411,18,21,18,12,26,0,41,17,0,19
63412,4,16,10,18,34,9,11,11,0,9
63413,12,15,0,20,0,19,18,8,0,24
63414,5,16,16,8,15,10,21,0,38,41
63415,6,9,12,0,9,0,0,0,0,0
63416,0,0,0,0,0,0,0,0,0,0
63417,1,1,1,1,1,1,1,1,19,1
63418,13,0,38,14,16,6,19,0,0,0
63419,0,0,0,0,16,0,0,0,0,0
63420,0,0,0,0,0,0,19,0,0,0
63421,0,19,23,26,29,16,32,30,20,19
63422,38,29,13,46,8,17,18,3,26,9
63423,13,19,12,0,16,0,27,17,0,8
63424,0,0,0,0,0,19,23,0,28,0
63425,36,36,36,36,36,36,36,36,36,36
63426,0,0,0,0,0,17,0,0,0,0
63427,30,30,30,30,30,30,30,30,30,30
63428,0,0,0,0,19,30,0,9,0,0
63429,0,0,0,0,0,0,0,0,0,0
63430,21,19,17,24,34,14,17,26,9,19
63431,0,0,0,0,0,20,0,14,0,0
63432,0,0,0,0,0,0,22,18,0,0
63433,16,4,13,13,0,22,8,0,32,16
63434,28,25,25,22,35,21,9,37,15,21
63435,13,22,7,16,11,5,26,17,18,0
63436,22,11,8,16,7,21,21,6,21,6
63437,23,0,36,24,18,24,21,0,12,15
63438,11,14,0,44,12,0,21,0,34,36
63439,28,28,28,28,28,28,28,28,28,28
63440,0,29,28,15,0,0,0,30,0,6
63441,16,14,16,0,29,29,16,35,20,0
63442,18,4,18,11,0,0,0,0,15,13
63443,0,0,0,0,0,0,0,0,0,0
63444,0,0,0,0,0,0,0,0,0,0
63445,0,0,0,0,0,0,0,0,0,0
63446,0,0,0,0,0,0,0,0,0,20
63447,13,0,9,13,0,0,9,12,28,5
63448,17,7,32,5,18,30,14,20,18,27
63449,18,7,18,19,26,11,14,27,35,20
63450,0,0,30,0,12,0,0,0,0,0
63451,5,30,26,14,0,0,15,22,9,30
63452,28,20,18,0,7,37,15,28,17,15
63453,5,5,5,5,5,5,5,5,5,5
63454,18,28,17,13,29,19,14,17,20,12
63455,2,16,0,0,5,0,3,7,0,11
63456,10,0,9,8,0,19,0,0,0,0
63457,3,23,24,17,19,3,20,11,17,0
63458,12,12,12,12,12,12,12,12,12,12
63459,0,0,0,0,0,0,0,0,0,0
63461,27,27,27,27,27,27,27,27,27,27
63462,15,15,15,15,15,15,15,15,15,15
63463,3,3,3,3,4,19,3,3,14,3
63464,11,13,10,11,9,0,0,17,9,9
63465,0,0,0,0,0,0,0,0,0,0
63466,23,0,19,0,0,0,0,0,20,0
63467,26,40,30,20,0,16,0,0,32,0
63468,0,0,0,0,0,0,0,0,0,0
63469,19,39,37,22,20,18,19,27,17,11
63470,20,20,20,20,20,20,20,20,20,20
63471,0,0,0,0,0,0,0,0,0,0
63472,0,0,0,0,0,0,0,0,0,0
63473,24,0,24,23,0,28,16,30,0,22
63474,9,0,6,0,0,0,0,21,0,0
63475,0,0,0,0,0,0,0,0,0,0
63476,0,5,0,17,13,17,0,18,22,29
63477,28,0,27,0,26,0,0,32,0,5
63478,0,9,33,35,9,0,25,9,0,0
63479,33,0,20,4,0,0,0,0,0,0
63480,0,0,0,0,20,28,0,13,12,0
63481,0,0,0,9,0,0,26,0,0,29
63482,13,35,17,13,12,26,49,25,25,15
63483,0,0,0,0,0,0,0,26,0,0
63484,0,0,22,30,0,0,15,18,0,0
63486,22,22,22,22,22,22,22,22,22,22
63487,13,10,6,5,0,11,18,19,31,13
63488,0,0,0,0,0,23,0,27,0,0
63490,0,4,0,0,0,7,0,0,0,14
63491,0,0,0,0,0,0,0,0,0,0
63492,0,0,0,0,9,27,0,0,0,0
63493,23,10,9,8,11,17,14,22,13,0
63494,0,0,45,0,0,2,0,0,0,28
63495,26,30,16,7,19,21,9,21,26,15
63496,0,25,14,11,7,10,0,0,0,0
63497,0,0,0,0,0,20,0,0,0,0
63498,0,0,0,0,0,0,0,0,0,0
63499,26,22,15,20,21,17,0,0,0,0
63500,0,0,18,10,0,12,0,0,0,0
63501,0,0,14,5,15,0,0,0,0,29
63502,19,31,26,14,14,12,30,15,4,20
63503,0,0,0,0,0,0,0,0,0,0
63504,33,33,33,33,33,33,33,33,33,33
63505,18,18,18,18,18,18,18,18,18,18
63506,0,44,7,9,33,0,0,0,0,0
63507,0,0,11,0,0,0,0,0,0,14
63508,0,0,0,0,0,0,0,0,0,0
63509,0,17,20,16,0,23,16,16,11,29
63510,22,0,0,0,14,7,0,0,22,0
63511,4,26,9,20,16,19,34,19,26,28
63512,16,16,16,16,16,16,16,16,16,16
63513,0,0,0,0,0,20,0,15,27,0
63514,0,20,0,0,0,0,0,0,0,0
63515,2,2,2,2,2,2,2,2,2,2
63516,0,0,4,0,0,12,0,41,8,0
63517,0,0,0,0,0,0,18,0,17,0
63518,0,0,0,0,0,10,0,0,0,0
63519,0,3,0,0,0,0,19,13,16,0
63520,19,19,19,19,19,19,19,19,19,19
63521,9,9,9,9,9,9,9,9,9,9
63522,4,43,9,0,10,6,2,19,15,15
63523,9,17,24,28,0,0,0,8,18,16
63525,0,0,0,0,0,0,0,0,0,0
63526,0,0,0,0,0,0,6,0,0,0
63527,0,0,0,0,0,0,0,0,0,13
63528,0,0,0,0,0,0,0,0,0,0
63529,21,21,21,21,21,21,21,21,21,21
63530,12,2,0,19,30,21,26,30,19,0
63531,20,10,8,14,0,12,8,33,16,11
63532,7,0,34,10,0,0,25,0,0,0
63533,0,0,17,0,0,0,0,0,0,0
63534,0,0,0,0,0,0,0,0,0,0
63535,0,0,13,0,16,0,24,0,0,0
63536,0,0,10,16,0,0,0,0,0,0
63537,22,18,7,4,9,8,12,16,7,5
63538,0,19,0,9,0,0,13,10,13,21
63539,11,11,11,11,11,11,41,11,11,11
63540,0,0,0,0,0,0,0,0,0,0
63541,0,0,0,0,0,0,0,0,0,0
63542,0,0,10,17,0,0,0,17,0,7
63543,22,15,19,18,13,23,9,11,15,25
63544,6,10,13,7,22,13,9,24,13,29
63545,11,16,8,10,22,18,4,12,28,18
63546,22,7,5,14,38,8,25,25,12,44
63547,0,0,0,0,0,0,0,0,0,0
63548,0,0,0,0,13,0,0,0,0,18
63549,0,0,0,0,0,0,0,0,0,0
63550,0,0,0,16,21,0,0,0,0,0
63551,0,0,0,0,0,0,0,0,0,0
63552,0,0,14,0,0,0,17,0,28,16
63553,0,0,0,0,0,0,0,0,0,0
63554,23,23,23,23,23,23,23,23,23,23
63555,0,0,0,21,0,0,0,10,0,0
63556,0,0,0,0,0,0,0,0,0,0
63557,5,5,5,5,5,5,5,5,5,5
63558,0,0,0,0,0,0,0,0,0,0
63559,0,0,0,0,0,0,0,0,0,0
63560,1,1,1,1,1,1,1,1,1,1
63561,49,49,49,49,49,49,49,49,49,49
63562,0,0,5,0,0,0,0,0,0,0
63563,9,20,20,0,15,13,16,0,21,0
63564,0,0,12,0,6,14,23,0,25,23
63565,19,19,19,14,15,20,33,3,42,15
63566,18,20,26,29,22,11,19,14,19,31
63567,0,0,0,0,0,0,0,0,0,0
63568,0,0,0,0,0,0,0,0,0,0
63569,10,0,6,9,0,12,8,2,4,6
63570,0,0,0,32,0,0,14,31,37,0
63571,19,26,22,26,0,0,37,14,0,24
63572,28,31,28,2,14,38,14,33,28,14
63573,3,3,3,33,3,3,3,3,3,3
63574,0,0,0,0,0,0,0,0,7,10
63575,0,0,0,0,0,0,0,0,0,0
63576,0,0,0,0,14,0,0,0,0,0
63577,0,0,0,0,9,7,12,0,12,0
63578,0,0,0,0,0,0,0,0,0,0
63579,10,5,11,11,0,0,23,12,0,0
63580,11,11,11,11,11,11,11,11,11,11
63581,0,30,14,0,0,20,27,7,33,13
63582,20,7,0,7,37,23,0,0,18,12
63583,8,21,24,4,28,0,5,10,8,12
63584,0,0,0,0,8,0,5,15,13,0
63585,0,0,0,0,0,0,0,0,40,0
63586,0,0,0,8,0,0,0,0,0,0
63587,29,17,12,9,22,14,30,17,14,17
63588,0,0,0,0,0,0,0,0,0,0
63589,0,0,0,0,22,0,0,0,0,0
63590,0,0,0,0,15,0,0,0,0,11
63591,0,0,17,0,15,24,10,25,22,18
63592,0,31,0,0,0,0,22,0,0,17
63593,16,21,33,35,20,21,14,0,25,15
63594,0,0,0,0,0,0,0,0,0,0
63595,13,0,0,0,0,0,0,0,0,5
63596,0,0,0,0,0,0,0,0,0,0
63597,0,0,28,9,9,0,0,0,0,0
63598,9,25,33,29,34,8,8,31,9,18
63599,0,0,0,0,0,24,0,0,0,0
63600,24,0,0,36,0,0,0,17,0,0
63601,0,6,0,18,0,0,0,0,0,0
63602,0,15,22,21,0,0,11,24,0,19
63603,7,18,34,7,34,0,21,15,19,9
63605,0,6,0,0,14,0,0,0,0,0
63606,29,7,11,7,13,22,0,13,16,7
63607,0,0,0,0,16,0,0,0,0,0
63608,0,13,0,0,0,0,0,0,0,0
63609,0,0,0,0,0,0,0,0,0,0
63610,26,26,26,26,26,26,26,26,26,26
63611,19,17,0,18,0,18,12,19,8,10
63612,0,0,0,13,0,0,0,0,13,3
63613,32,0,0,0,15,0,0,15,0,7
63614,0,0,0,0,0,0,5,0,0,0
63615,2,0,32,0,0,21,34,17,3,18
63616,0,0,0,22,0,18,0,0,0,0
63617,7,23,15,10,10,27,4,21,24,14
63618,21,0,0,0,0,0,9,0,0,0
63619,0,14,11,20,0,8,15,0,22,22
63620,0,0,0,0,0,0,0,0,0,0
63621,16,31,0,12,14,0,16,0,6,5
63622,0,0,0,0,0,0,0,0,0,0
63623,16,19,13,19,24,21,35,0,25,0
63624,0,0,0,0,0,0,0,0,0,0
63625,0,0,0,0,0,0,0,0,0,0
63626,13,0,0,11,34,29,25,0,9,11
63627,0,18,0,0,9,9,0,13,10,0
63628,0,0,0,0,0,0,0,0,0,0
63629,11,21,16,19,23,0,0,0,0,17
63630,0,0,0,15,0,0,24,0,0,0
63631,0,0,0,11,15,0,33,0,0,0
63632,0,32,0,0,9,12,0,0,7,0
63633,26,4,30,21,14,12,0,21,11,6
63634,21,0,0,24,21,13,6,0,9,0
63635,0,19,14,0,15,0,0,18,0,0
63636,0,0,4,0,0,0,0,0,0,0
63637,0,0,40,0,10,0,22,12,0,0
63638,0,0,0,0,0,0,0,0,0,0
63639,30,35,0,0,0,3,0,36,12,0
63640,0,0,23,42,0,12,0,30,22,0
63641,33,17,0,0,0,0,0,0,0,0
63642,10,0,0,9,0,26,0,14,21,16
63643,19,10,28,19,10,23,10,10,10,10
63644,0,0,14,0,18,0,0,29,0,0
63645,0,0,0,0,0,0,0,0,0,0
63646,0,0,0,0,0,0,0,0,0,0
63647,0,0,12,0,0,0,0,22,0,0
63648,0,42,0,18,19,0,16,0,0,17
63649,4,14,0,0,21,11,0,21,27,24
63650,0,0,0,0,0,11,16,0,0,0
63651,21,0,7,14,12,0,17,24,12,0
63652,0,0,0,0,0,0,9,0,0,9
63653,0,0,0,0,0,0,0,0,0,0
63654,24,0,17,16,25,13,18,10,23,19
63655,17,0,0,0,0,21,0,0,0,29
63656,24,30,0,0,0,0,7,0,0,0
63657,26,26,26,26,26,26,26,26,26,26
63658,0,0,0,0,0,0,0,0,0,0
63659,0,19,0,9,4,21,30,4,0,9
63660,0,8,24,28,0,0,18,0,22,0
63661,16,25,14,14,14,14,25,17,14,14
63662,22,22,22,22,22,22,22,22,22,22
63663,0,0,0,0,0,0,0,0,0,0
63664,0,0,20,0,0,10,12,0,0,13
63665,0,0,0,0,0,0,0,0,0,0
63666,0,0,6,0,0,15,0,0,18,0
63667,0,0,26,0,12,0,8,0,0,26
63668,34,34,34,34,34,34,34,34,34,34
63669,0,26,0,19,0,0,0,8,17,6
63670,0,0,0,0,0,17,0,0,0,0
63671,0,24,0,0,20,0,0,0,0,22
63672,15,27,0,0,0,0,0,31,0,0
63673,0,18,0,0,0,16,20,0,0,0
63674,0,0,0,0,0,0,0,0,0,7
63675,29,0,0,0,0,26,20,0,27,26
63676,0,0,9,0,0,0,0,0,0,0
63677,3,0,0,14,0,10,13,0,0,6
63678,10,19,0,6,18,0,14,0,0,0
63679,0,0,5,0,0,20,0,5,0,0
63680,18,0,0,0,0,4,9,22,12,13
63681,7,18,15,21,29,0,0,0,26,0
63682,9,6,6,6,6,6,14,14,6,6
63683,17,17,17,17,17,32,17,17,18,17
63684,18,0,12,0,0,19,17,17,14,11
63685,0,0,0,0,0,0,0,0,0,0
63686,17,0,0,0,0,0,0,0,0,0
63687,0,0,0,0,0,0,8,0,0,8
63688,0,0,0,0,0,0,0,0,0,16
63689,0,0,0,0,0,0,0,0,0,0
63690,27,27,27,27,27,27,27,27,27,27
63691,31,31,31,31,31,31,31,31,31,31
63692,0,0,7,23,0,0,31,11,0,18
63693,17,43,0,0,0,0,0,0,0,0
63694,11,0,20,4,20,14,0,30,17,16
63695,0,13,15,3,25,8,19,25,11,32
63696,0,3,13,0,18,16,0,0,15,20
63697,21,19,0,0,9,23,25,11,8,26
63698,0,0,0,0,4,0,7,6,0,0
63699,22,22,22,22,22,22,22,22,22,22
63700,0,0,0,0,0,0,0,0,0,0
63701,0,0,0,15,18,0,0,0,0,0
63702,24,27,17,18,24,16,0,8,9,28
63703,12,12,12,12,12,12,12,12,12,12
63704,0,0,0,0,0,3,0,0,0,0
63705,13,0,4,0,0,0,0,4,0,0
63706,27,0,0,0,0,16,0,0,0,0
63707,38,11,22,13,14,22,15,19,0,0
63708,29,29,29,29,29,29,29,29,29,29
63709,0,0,0,0,20,0,0,0,0,0
63710,0,0,0,0,0,0,0,0,0,0
63711,18,18,18,18,18,18,18,18,18,18
63712,0,0,0,0,0,0,28,0,0,17
63713,0,0,0,0,0,0,0,0,0,15
63714,0,0,0,0,0,0,0,0,0,0
63715,0,31,0,6,0,0,7,0,0,19
63716,15,15,15,15,15,15,15,15,15,15
63717,20,10,0,0,11,0,0,0,0,0
63718,31,21,23,19,20,45,33,10,31,17
63719,9,0,33,0,0,18,14,4,19,0
63720,16,10,0,0,0,0,0,0,0,0
63721,0,0,20,5,0,48,9,0,6,14
63722,8,25,0,0,13,0,0,27,3,18
63723,9,28,10,5,12,13,20,10,22,19
63724,11,11,11,15,11,33,11,11,13,11
63725,16,25,10,8,17,9,0,6,1,20
63726,0,0,0,0,0,0,0,0,0,0
63727,11,32,0,15,0,17,0,0,0,16
63728,0,9,8,0,27,0,0,0,0,0
63729,0,12,0,32,0,19,10,0,31,17
63730,4,15,14,15,6,13,23,16,7,17
63731,13,13,13,13,13,13,13,13,13,13
63732,0,0,0,0,0,0,0,0,0,0
63733,15,31,19,2,0,16,17,21,28,5
63734,15,15,15,15,15,15,15,15,15,15
63735,0,29,15,0,8,8,6,4,20,8
63736,0,13,23,0,15,0,16,17,32,16
63737,0,0,0,0,0,0,0,0,9,0
63738,15,10,16,21,0,16,19,25,28,12
63739,0,0,0,0,0,0,0,0,0,0
63740,21,0,22,0,15,0,0,0,0,22
63741,21,0,23,0,26,0,0,0,0,0
63742,24,0,16,7,17,0,0,0,0,35
63743,20,8,26,23,3,0,18,0,18,0
63744,22,14,13,0,42,0,0,0,0,0
63745,0,0,0,0,0,21,0,0,0,0
63746,0,0,0,0,0,12,0,0,0,16
63747,11,0,0,0,0,0,0,0,0,28
63748,0,0,0,0,0,0,0,0,0,0
63749,2,0,24,36,19,0,28,18,22,17
63750,8,19,28,23,17,9,26,11,25,19
63751,0,0,0,0,0,0,0,0,7,0
63752,26,0,0,0,0,15,0,1,14,33
63753,5,0,16,0,23,0,40,0,0,0
63754,29,23,17,20,26,20,26,33,23,9
63755,12,15,13,2,27,29,15,18,14,21
63756,25,24,0,29,21,0,0,35,4,14
63757,0,10,14,12,0,18,38,21,0,11
63758,0,0,0,13,19,0,0,0,0,0
63759,0,22,17,21,18,21,20,28,25,43
63760,0,0,5,0,0,0,0,0,22,0
63761,11,13,0,0,0,0,0,0,0,0
63762,12,17,0,11,0,0,13,25,12,0
63763,15,17,23,26,32,16,16,28,19,17
63764,15,18,18,25,16,17,14,16,11,6
63765,0,0,0,0,0,0,0,0,0,20
63766,0,0,15,0,15,0,10,0,0,0
63767,19,0,28,0,7,0,43,17,0,6
63768,5,0,22,12,0,6,0,0,0,11
63769,0,10,9,0,18,0,6,15,23,13
63770,0,0,0,0,0,0,0,0,0,0
63772,19,12,22,31,0,18,30,0,9,0
63773,14,18,22,29,17,4,12,30,22,32
63774,0,12,0,0,0,0,0,0,27,0
63775,24,24,24,24,24,24,25,24,24,24
63776,38,0,12,0,35,13,8,19,0,0
63777,0,13,0,0,0,3,14,17,0,0
63778,13,20,24,23,5,21,0,33,21,17
63779,0,22,9,35,17,0,32,12,19,13
63780,13,0,0,14,19,0,21,0,0,10
63781,0,20,27,0,11,12,9,0,12,9
63782,15,26,37,10,6,7,38,21,11,24
80001,20,0,8,14,0,0,0,0,19,9
80002,17,17,17,17,17,17,17,17,17,17
80003,5,5,5,5,5,5,5,5,5,5
80004,0,0,21,0,16,0,0,0,0,0
80005,26,26,26,26,26,26,26,26,26,26
80006,20,20,20,20,20,20,20,20,20,20
80007,0,0,0,0,0,0,0,28,0,0
80008,0,0,0,0,0,0,0,0,0,0
80009,22,22,22,22,22,22,22,22,22,22
80010,0,0,0,0,0,0,0,0,0,0
80011,3,3,3,3,3,3,3,3,3,3
80012,0,0,0,0,0,0,0,0,0,0
80013,0,0,0,0,0,6,0,0,0,0
80014,0,0,0,0,8,0,0,0,0,0
80015,0,0,0,11,0,0,0,0,9,0
80016,0,0,0,0,0,0,0,0,0,0
80017,18,18,18,18,18,18,18,18,18,18
80018,18,18,18,18,18,18,18,18,18,18
80019,0,0,0,0,0,0,0,0,0,0
80020,0,0,13,0,0,0,0,0,0,0
80021,7,7,7,15,7,7,7,7,7,7
80022,3,3,3,3,3,3,3,3,3,3
80023,0,0,0,0,0,0,7,0,0,0
80024,27,27,27,27,27,27,27,27,27,27
80025,0,0,0,0,6,0,0,0,0,0
80026,0,0,0,0,0,0,0,0,0,0
80027,0,0,0,0,0,0,32,0,0,0
80028,0,0,0,0,0,0,0,0,0,0
80029,0,0,0,0,0,0,0,0,0,0
80030,0,12,0,0,0,0,0,0,0,0
80031,0,0,0,0,0,0,23,0,0,0
80032,0,0,0,0,31,0,0,0,0,0
80033,0,0,0,0,0,0,0,0,0,0
80034,17,17,17,17,17,17,17,25,17,17
80035,0,0,0,0,0,0,0,0,0,0
80036,24,24,36,24,24,24,24,24,24,24
80037,0,0,0,0,0,0,0,0,0,0
80038,19,19,19,19,19,19,19,19,19,19
80039,23,0,0,0,0,0,0,0,0,0
80040,0,0,7,19,0,0,0,0,0,0
80041,21,21,21,21,21,21,21,21,21,21
80042,16,0,0,13,0,0,0,0,0,0
80043,0,0,0,0,0,0,0,0,0,0
80044,10,18,0,0,0,16,0,0,12,0
80045,8,8,8,8,8,8,8,8,8,8
80046,1,1,1,1,1,1,1,1,1,1
80047,0,0,0,0,0,0,0,0,0,0
80048,24,24,24,24,24,24,24,24,24,24
80049,0,0,4,0,0,0,0,0,0,0
80050,0,0,0,0,0,0,0,0,0,0
80051,11,11,11,11,11,11,11,11,11,11
80052,0,12,0,0,7,6,0,0,0,0
80053,0,0,0,0,0,0,0,0,0,0
80054,18,18,18,18,18,18,18,18,18,18
80055,18,18,18,18,18,18,18,18,18,18
80056,0,0,0,0,0,0,0,0,0,0
80057,0,0,0,0,0,0,0,0,0,0
80058,0,0,0,0,0,0,0,0,0,0
80059,0,0,0,0,0,0,0,0,0,0
80060,0,0,0,0,0,0,0,0,0,0
80061,22,22,22,22,22,22,22,22,22,22
80062,0,0,0,0,0,0,0,0,0,0
80063,16,16,16,16,16,16,16,16,16,16
80064,0,0,0,0,0,0,0,0,0,0
80065,0,0,0,0,0,0,0,0,0,0
80066,0,30,0,0,0,27,0,0,0,0
80067,12,0,0,0,0,18,0,0,33,0
80068,0,0,0,0,0,0,0,0,0,0
80069,0,20,0,2,0,0,26,0,0,0
80070,0,0,0,0,0,0,0,0,0,0
80071,22,22,22,22,22,22,22,22,22,22
80072,0,0,0,0,0,0,0,0,0,0
80073,0,0,0,0,0,0,0,0,0,6
80074,9,9,9,9,9,9,9,9,9,9
80075,11,10,16,11,23,24,13,0,22,30
80076,0,0,0,0,0,0,0,0,0,0
80077,0,0,0,0,0,0,0,0,0,0
80078,26,20,10,29,24,7,26,0,28,0
80079,0,0,0,0,14,0,0,0,0,27
80080,25,25,25,25,25,25,25,25,25,25
80081,0,0,0,0,0,0,0,0,0,0
80082,0,0,0,0,0,0,0,0,0,0
80083,0,6,0,0,0,0,0,0,0,0
80084,24,24,24,24,24,24,24,24,24,24
80085,0,0,0,0,0,0,0,0,0,0
80086,18,18,18,18,18,18,18,25,18,18
80087,0,0,0,0,0,0,0,0,0,0
80088,25,25,25,25,25,25,25,25,25,25
80089,0,6,0,0,0,0,0,0,0,0
80090,0,10,0,0,0,0,4,0,0,0
80091,0,0,0,0,0,0,0,0,0,0
80092,0,0,0,0,0,0,0,0,0,0
80093,0,0,0,0,0,0,0,0,0,0
80094,23,23,23,23,23,23,23,23,23,23
80095,24,24,24,24,24,24,24,24,24,24
80096,18,18,18,18,18,18,18,18,18,18
80097,0,0,0,0,0,0,0,0,0,0
80098,0,0,0,0,0,0,0,0,0,0
80099,0,0,0,0,0,0,0,0,0,0
80100,1,1,4,1,1,1,1,1,1,1
80101,0,0,0,0,0,0,0,0,0,0
80102,5,5,5,5,5,5,5,5,5,5
